,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,11.726977014541626,0.0537726707412252,0.2910766124725342,0.008430696960957305,0.001,2,100,600,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 100, 'n_estimators': 600}",-0.0811391995339767,-0.06511162674639417,-0.06210803033273039,-0.06157058042060272,-0.0602193723118737,-0.06602976186911554,0.007722214486700606,1800
1,13.65133194923401,0.05800980868797692,0.30608158111572265,0.016793887812182308,0.001,2,100,700,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 100, 'n_estimators': 700}",-0.08003279218778195,-0.06359443245341559,-0.06109519869349757,-0.06124322255685493,-0.05935720465236761,-0.06506457010878353,0.007604493460187289,1799
2,15.419422149658203,0.05670441303344068,0.31246051788330076,0.007155230007884583,0.001,2,100,800,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 100, 'n_estimators': 800}",-0.07941449802599689,-0.0625160372689686,-0.06000891357070025,-0.06105997579242491,-0.05847977637336182,-0.06429584020629049,0.007673547677021686,1798
3,17.040371894836426,0.0936083532272438,0.31687092781066895,0.013200308949023758,0.001,2,100,900,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 100, 'n_estimators': 900}",-0.07771942075496822,-0.06132388090514926,-0.05859006700845728,-0.06082483313604368,-0.057734099953185083,-0.0632384603515607,0.007363354793361192,1795
4,18.939824724197386,0.11684960607035755,0.3351716995239258,0.012669034085583128,0.001,2,100,1000,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 100, 'n_estimators': 1000}",-0.07679527761872092,-0.060324470995404444,-0.05783873206269557,-0.06060237695957871,-0.0571018090298525,-0.06253253333325043,0.007260185318493459,1791
5,19.6200900554657,0.1623479428985103,0.2708390235900879,0.007604790292694258,0.001,2,200,600,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 200, 'n_estimators': 600}",-0.07812515653248879,-0.06185924066555727,-0.05940043971664339,-0.06087018430018195,-0.058316076360454404,-0.06371421951506515,0.0073068903676285005,1796
6,22.698626375198366,0.1126456888866877,0.28020849227905276,0.012884931247615573,0.001,2,200,700,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 200, 'n_estimators': 700}",-0.0768578616292037,-0.06047058860778854,-0.05789813556033591,-0.06059865845436265,-0.05739771417193517,-0.06264459168472519,0.007224787111759376,1792
7,25.89190058708191,0.21309726991726052,0.29155912399291994,0.01470996513802995,0.001,2,200,800,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 200, 'n_estimators': 800}",-0.07560729707640183,-0.059241446775353125,-0.05694660510734786,-0.06046280540816808,-0.05667369948157434,-0.06178637076976905,0.007054207350871389,1787
8,28.971499395370483,0.1242035649932286,0.30043740272521974,0.014943159303925658,0.001,2,200,900,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 200, 'n_estimators': 900}",-0.07439140265943119,-0.05838411992172877,-0.05593755219836798,-0.060341522511371995,-0.05602133111337308,-0.06101518568085461,0.006885062889710557,1781
9,32.046703052520755,0.2591458878963428,0.3093887805938721,0.019222602872990886,0.001,2,200,1000,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 200, 'n_estimators': 1000}",-0.07316500423632305,-0.057158772276555386,-0.05498258827834563,-0.06020903201682858,-0.055368893204257585,-0.060176858002462044,0.006751278140854892,1769
10,27.31492872238159,0.06767105397033221,0.26296701431274416,0.010709539368877518,0.001,2,300,600,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 300, 'n_estimators': 600}",-0.07675207119712038,-0.06061794357802977,-0.057860273222266584,-0.06071744130206153,-0.057534523080487676,-0.06269645047599319,0.007153058743747324,1794
11,31.768663597106933,0.1530767078333,0.2725544452667236,0.01310958309982534,0.001,2,300,700,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 300, 'n_estimators': 700}",-0.07518981972158724,-0.05918752507363932,-0.056587139723723666,-0.0605371990522043,-0.056715110783537796,-0.06164335887093847,0.006937064105777437,1786
12,36.19613971710205,0.18355323605553697,0.28049163818359374,0.01707132870637127,0.001,2,300,800,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 300, 'n_estimators': 800}",-0.07408252295290217,-0.05806150685016694,-0.055703589297519195,-0.060408928037893994,-0.055952764378283656,-0.060841862303353186,0.0068342963202393785,1777
13,40.436690425872804,0.31948606587783984,0.2906209468841553,0.01740596275956521,0.001,2,300,900,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 300, 'n_estimators': 900}",-0.07293277773036858,-0.05709078294419542,-0.05469858346495032,-0.06035193721485329,-0.055358111319600355,-0.0600864385347936,0.006715041819704989,1768
14,44.9706953048706,0.24529891075416596,0.2996507167816162,0.019590689189300875,0.001,2,300,1000,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 300, 'n_estimators': 1000}",-0.07200279029728593,-0.05610639171533408,-0.054004991887059865,-0.06032129535996802,-0.054826211366812976,-0.059452336125292174,0.006641369190162382,1756
15,34.880988359451294,0.21323228497275554,0.25640478134155276,0.012279038296305675,0.001,2,400,600,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 400, 'n_estimators': 600}",-0.07608269438240474,-0.06000726834171887,-0.057390552553420224,-0.06072136800687752,-0.05731789346804542,-0.06230395535049336,0.00702332319301698,1790
16,40.4363338470459,0.22284451329843288,0.2627687454223633,0.013906320281563819,0.001,2,400,700,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 400, 'n_estimators': 700}",-0.07464212957726998,-0.05871841173404429,-0.05617569973174186,-0.0605625917786241,-0.056494786627369745,-0.06131872388980999,0.00684934400350957,1782
17,46.07811422348023,0.26678727701471766,0.27411041259765623,0.016733861645919168,0.001,2,400,800,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 400, 'n_estimators': 800}",-0.07337980685139449,-0.05752260705891648,-0.05518903412265687,-0.06049046406589626,-0.05581659786102031,-0.060479701991976886,0.006706607760842074,1772
18,51.95054144859314,0.13067903047248716,0.28373193740844727,0.018090737349566947,0.001,2,400,900,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 400, 'n_estimators': 900}",-0.07237184558619016,-0.056541529474480386,-0.05441290277347152,-0.06048264626957611,-0.05519599539735701,-0.05980098390021504,0.006623482582554069,1763
19,57.40499205589295,0.4701300695036154,0.2907607078552246,0.01975520083574336,0.001,2,400,1000,"{'learning_rate': 0.001, 'max_depth': 2, 'max_features': 400, 'n_estimators': 1000}",-0.07144543249819352,-0.05579211692470932,-0.05372380293098975,-0.060496846490846946,-0.05471705035975541,-0.05923504984089898,0.0065318530954447986,1752
20,16.18659152984619,0.11111711798913748,0.31529741287231444,0.010772178324395091,0.001,3,100,600,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 100, 'n_estimators': 600}",-0.07846654695905068,-0.06227823509879556,-0.059579154887963046,-0.06090151523671227,-0.05821522663300144,-0.0638881357631046,0.007413379384551154,1797
21,18.80810832977295,0.1637307878678036,0.3374022006988525,0.010896342233770942,0.001,3,100,700,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 100, 'n_estimators': 700}",-0.07646296733273078,-0.06067026039978326,-0.058193907779093335,-0.0605591830679876,-0.05743466386760184,-0.06266419648943936,0.007016329981072789,1793
22,21.349462842941286,0.2835059556005201,0.3500208854675293,0.017076538600473284,0.001,3,100,800,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 100, 'n_estimators': 800}",-0.07512894949722303,-0.05952240671707471,-0.0568304272600824,-0.060272518370872524,-0.05634526216820396,-0.061619912802691336,0.006920551813649789,1785
23,23.95460000038147,0.24133336231594266,0.37223258018493655,0.015197501252867314,0.001,3,100,900,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 100, 'n_estimators': 900}",-0.07384851674869129,-0.0582369488490929,-0.05601323370666022,-0.060103441222787095,-0.05555504369544783,-0.060751436844535864,0.006748764641866362,1775
24,26.38888545036316,0.16845694239751074,0.3966190814971924,0.021135728439490433,0.001,3,100,1000,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 100, 'n_estimators': 1000}",-0.07266608173223803,-0.0574274786360605,-0.05502066543582841,-0.05998811202316541,-0.05478990330169204,-0.05997844822579688,0.006617917978525709,1767
25,28.73957762718201,1.492158731301375,0.29814462661743163,0.012151919409516551,0.001,3,200,600,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 200, 'n_estimators': 600}",-0.07565152297505502,-0.05990892259818339,-0.05711056028531367,-0.06042851122015119,-0.056884358289873246,-0.0619967750737153,0.00697542285532894,1788
26,32.35163326263428,0.20015232685833095,0.3169718265533447,0.01651406516696972,0.001,3,200,700,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 200, 'n_estimators': 700}",-0.07419728254215252,-0.058259997960701734,-0.055827587376846295,-0.06026351587110773,-0.05588251267853863,-0.06088617928586938,0.006857055338839321,1778
27,36.77007374763489,0.23041069087036187,0.33404788970947263,0.018010621634794093,0.001,3,200,800,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 200, 'n_estimators': 800}",-0.07260307185627865,-0.056923448176239594,-0.054616811111119,-0.06008206484618001,-0.055096384899813285,-0.059864356177926105,0.0066519394676981545,1766
28,41.22869462966919,0.19986628671322107,0.35226011276245117,0.021856734952697684,0.001,3,200,900,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 200, 'n_estimators': 900}",-0.07145147728859771,-0.055651685086347616,-0.053626667178912374,-0.059991915460850316,-0.05440091673576394,-0.059024532350094396,0.006591747249515464,1751
29,45.66877222061157,0.12711661632074525,0.365436315536499,0.023696342713862114,0.001,3,200,1000,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 200, 'n_estimators': 1000}",-0.07034682992522219,-0.05476335041319787,-0.05286702020129977,-0.059929695430144474,-0.05379798956193902,-0.05834097710636067,0.0064817726063686725,1735
30,38.412138080596925,0.1896984299229497,0.29214162826538087,0.011206775547553099,0.001,3,300,600,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 300, 'n_estimators': 600}",-0.07499347842772652,-0.05904728166545976,-0.05650505589224494,-0.060442454568297194,-0.056609864653088995,-0.061519627041363475,0.006900277587099933,1784
31,44.735879039764406,0.27648116458872934,0.3091402530670166,0.016073984111534358,0.001,3,300,700,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 300, 'n_estimators': 700}",-0.07338586418492632,-0.0575564078339257,-0.055214868478602644,-0.06026893093313613,-0.05565232616880851,-0.06041567951987986,0.006725483337299267,1771
32,50.923126792907716,0.247611249380095,0.32316436767578127,0.01570599904775225,0.001,3,300,800,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 300, 'n_estimators': 800}",-0.07197512207531946,-0.05626020373453536,-0.054105654621884935,-0.06013499229985914,-0.05486060688706397,-0.05946731592373257,0.006590079743482083,1757
33,57.18724112510681,0.2367340035959003,0.34148707389831545,0.02105095425312166,0.001,3,300,900,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 300, 'n_estimators': 900}",-0.070823542456583,-0.05521324469350919,-0.05315029090557836,-0.06012223265832512,-0.05415836491969558,-0.05869353512673825,0.0065205214708755534,1745
34,63.64290027618408,0.3734471191061095,0.3605645179748535,0.022568242363050314,0.001,3,300,1000,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 300, 'n_estimators': 1000}",-0.06970556287392747,-0.05423381034249543,-0.05233457089154766,-0.06010947557814775,-0.05354853138021097,-0.05798639021326586,0.006443073919659096,1729
35,48.07327547073364,0.1473712582336516,0.2839667797088623,0.014353341584210826,0.001,3,400,600,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 400, 'n_estimators': 600}",-0.0748948541542226,-0.058889965832991054,-0.05637882372164462,-0.06051101232588452,-0.05659264453402925,-0.06145346011375441,0.006892173055339297,1783
36,56.09922318458557,0.34808635367621976,0.3006902694702148,0.017143568445725788,0.001,3,400,700,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 400, 'n_estimators': 700}",-0.073229450566955,-0.05744656433758817,-0.05509677802054639,-0.06034459080410291,-0.05565720576118487,-0.06035491789807547,0.006692215669215481,1770
37,63.97589497566223,0.3909816178803455,0.3152039051055908,0.01923603003148944,0.001,3,400,800,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 400, 'n_estimators': 800}",-0.07192471016246459,-0.05620994965059496,-0.05400852597681906,-0.06026269973299234,-0.05483269758819763,-0.05944771662221371,0.006598574024713235,1755
38,72.09412932395935,0.3679615557427726,0.3319270133972168,0.020474606691087367,0.001,3,400,900,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 400, 'n_estimators': 900}",-0.07065182611472408,-0.055118493761324876,-0.05308176883040626,-0.060210434495186295,-0.05414567431899056,-0.05864163950412641,0.006484506471965645,1744
39,80.03612031936646,0.47876257300908737,0.34998173713684083,0.025355935758873186,0.001,3,400,1000,"{'learning_rate': 0.001, 'max_depth': 3, 'max_features': 400, 'n_estimators': 1000}",-0.06965446776905572,-0.05421333406938304,-0.052281458218127894,-0.06024555820563337,-0.05356340159990223,-0.05799164397242046,0.006443489207932667,1730
40,20.69216275215149,0.2086857321594478,0.3582758903503418,0.012017884614033143,0.001,4,100,600,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 100, 'n_estimators': 600}",-0.07592515468445468,-0.06010044823967636,-0.057554685730094465,-0.060412386382066134,-0.05691774339103973,-0.06218208368546627,0.007006612958212678,1789
41,23.977337503433226,0.20876007799676996,0.3863243103027344,0.01653533232858644,0.001,4,100,700,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 100, 'n_estimators': 700}",-0.07422014339570557,-0.05848156873381268,-0.056165826373632106,-0.060097701953949964,-0.05584518455738009,-0.060962085002896085,0.006809742996204038,1780
42,27.326364612579347,0.21294417758669443,0.41191811561584474,0.0185203246208217,0.001,4,100,800,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 100, 'n_estimators': 800}",-0.07244701689212345,-0.05713349238208663,-0.054814562964774216,-0.059823234690965614,-0.0548933368755807,-0.059822328761106124,0.006572446600434034,1764
43,30.75057897567749,0.23466878945332978,0.4416223049163818,0.01652444645341123,0.001,4,100,900,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 100, 'n_estimators': 900}",-0.07103095807868219,-0.05575162001215309,-0.053490028530234844,-0.0596557341958327,-0.05401406747925765,-0.058788481659232096,0.0064918644599013765,1746
44,35.64454050064087,2.364701419047718,0.46436309814453125,0.02358419416344301,0.001,4,100,1000,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 100, 'n_estimators': 1000}",-0.06996544222036014,-0.05484441647964116,-0.05272126814652368,-0.059598949989078366,-0.05335365004132822,-0.05809674537538632,0.006404575482127953,1731
45,35.5817054271698,0.14964272749650467,0.3376875877380371,0.015810073569276904,0.001,4,200,600,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 200, 'n_estimators': 600}",-0.07405834365254359,-0.0582464310463687,-0.05576146056892563,-0.06008769063360494,-0.05594793029738701,-0.06082037123976597,0.006807924213793874,1776
46,41.50701069831848,0.2854692407780726,0.3606280326843262,0.025385459420710032,0.001,4,200,700,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 200, 'n_estimators': 700}",-0.07223168042431764,-0.05667379279277874,-0.05439862779867928,-0.05988023952089792,-0.054899550727975276,-0.05961677825292977,0.006593142827778708,1759
47,48.62573070526123,2.9548660076609097,0.3830870151519775,0.023492703889243866,0.001,4,200,800,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 200, 'n_estimators': 800}",-0.07063793234706578,-0.05527406142142217,-0.05305770143332713,-0.059745659791396226,-0.05400261373021463,-0.058543593744685186,0.006467199464469748,1743
48,54.28526854515076,2.313340413821691,0.41205449104309083,0.02874428834451738,0.001,4,200,900,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 200, 'n_estimators': 900}",-0.06927559305030803,-0.05407158747797562,-0.05208027101291666,-0.059700607927840925,-0.05323852106909414,-0.05767331610762708,0.006366235182050436,1728
49,60.773020076751706,3.836100014217305,0.4317209720611572,0.0280127544347232,0.001,4,200,1000,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 200, 'n_estimators': 1000}",-0.06803762266207411,-0.052969846004958125,-0.05112133598586488,-0.05962004071916405,-0.05251780755623288,-0.056853330585658814,0.006316281322624824,1716
50,48.59798173904419,0.29323279771371014,0.32638049125671387,0.01701950890014102,0.001,4,300,600,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 300, 'n_estimators': 600}",-0.07366162709031508,-0.057855065326399516,-0.055510219294524106,-0.06011306114830418,-0.05573397202899211,-0.060574788977706996,0.006752166999124332,1773
51,56.81616320610046,0.34848676208357227,0.3497771739959717,0.020994679201176304,0.001,4,300,700,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 300, 'n_estimators': 700}",-0.07187098747149796,-0.05637842665127584,-0.054027793759737874,-0.05992674295873676,-0.05471795426462453,-0.05938438102117459,0.006568315226207087,1754
52,64.61583309173584,0.12839822491352715,0.3770711898803711,0.019044732856760994,0.001,4,300,800,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 300, 'n_estimators': 800}",-0.07035142445428338,-0.05491956611821418,-0.052804742616954184,-0.059868110031565586,-0.05384249929198953,-0.05835726850260137,0.006467981161667126,1736
53,72.50710792541504,0.5522622682327413,0.39336652755737306,0.02334534714890114,0.001,4,300,900,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 300, 'n_estimators': 900}",-0.06896432833414842,-0.05374570689615662,-0.05176097113592492,-0.059780245814523986,-0.05306419556936431,-0.05746308955002365,0.006377006557630709,1722
54,80.73900527954102,0.4986956855809534,0.42032012939453123,0.029089482427007266,0.001,4,300,1000,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 300, 'n_estimators': 1000}",-0.06781367623343872,-0.05265909416800376,-0.05087660614630147,-0.05979230759529203,-0.052396678538935045,-0.05670767253639421,0.00635350742286723,1712
55,60.81445484161377,0.33524919114495605,0.32061400413513186,0.017270104903525287,0.001,4,400,600,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 400, 'n_estimators': 600}",-0.07358348125493132,-0.05791724997594117,-0.05543663636690722,-0.06019628799018856,-0.05576084824510513,-0.06057890076661467,0.006723189784645477,1774
56,70.77769165039062,0.6032111653725986,0.3369539737701416,0.0202602851182911,0.001,4,400,700,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 400, 'n_estimators': 700}",-0.07185582021427071,-0.05629275733859013,-0.054000118502672806,-0.06002301149988813,-0.05472557149642556,-0.059379455810369464,0.006575674097728401,1753
57,80.78773474693298,0.5094640212145766,0.36012635231018064,0.022837432145425624,0.001,4,400,800,"{'learning_rate': 0.001, 'max_depth': 4, 'max_features': 400, 'n_estimators': 800}",-0.07033959862262437,-0.054929089403823114,-0.05287262212298315,-0.05994068650857185,-0.05382605666723499,-0.05838161066504749,0.006456719345336344,1738
