,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_leaf_nodes,param_n_estimators,params,split0_test_explained_variance,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,split0_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error
72,111.96820592880249,0.0,0.1145787239074707,0.0,11,640,"{'max_leaf_nodes': 11, 'n_estimators': 640}",0.34414964375120083,0.34414964375120083,0.0,712,-0.2039258619207397,-0.2039258619207397,0.0,397,-0.06127946516389333,-0.06127946516389333,0.0,380
73,114.38111138343811,0.0,0.11758732795715332,0.0,11,660,"{'max_leaf_nodes': 11, 'n_estimators': 660}",0.3442397667844187,0.3442397667844187,0.0,698,-0.20388456465057922,-0.20388456465057922,0.0,379,-0.06126405666191227,-0.06126405666191227,0.0,368
74,118.1248574256897,0.0,0.12063312530517578,0.0,11,680,"{'max_leaf_nodes': 11, 'n_estimators': 680}",0.34419253985724696,0.34419253985724696,0.0,705,-0.20386982227386355,-0.20386982227386355,0.0,373,-0.061233853496211375,-0.061233853496211375,0.0,342
75,121.30898857116699,0.0,0.12249302864074707,0.0,11,700,"{'max_leaf_nodes': 11, 'n_estimators': 700}",0.34418542114488127,0.34418542114488127,0.0,707,-0.2039029115441281,-0.2039029115441281,0.0,389,-0.061264559628371594,-0.061264559628371594,0.0,369
76,125.25010800361633,0.0,0.12688136100769043,0.0,11,720,"{'max_leaf_nodes': 11, 'n_estimators': 720}",0.34428882491630053,0.34428882491630053,0.0,693,-0.20389826382846862,-0.20389826382846862,0.0,384,-0.061272074834539246,-0.061272074834539246,0.0,373
77,134.37286591529846,0.0,0.131178617477417,0.0,11,740,"{'max_leaf_nodes': 11, 'n_estimators': 740}",0.344197153470876,0.344197153470876,0.0,703,-0.20391835520045193,-0.20391835520045193,0.0,394,-0.06127254313312748,-0.06127254313312748,0.0,375
78,132.7350754737854,0.0,0.13259577751159668,0.0,11,760,"{'max_leaf_nodes': 11, 'n_estimators': 760}",0.34415253328509354,0.34415253328509354,0.0,710,-0.20392690796575674,-0.20392690796575674,0.0,398,-0.061277193425821996,-0.061277193425821996,0.0,379
79,135.7893443107605,0.0,0.14139127731323242,0.0,11,780,"{'max_leaf_nodes': 11, 'n_estimators': 780}",0.3442175268893287,0.3442175268893287,0.0,702,-0.20388831672559773,-0.20388831672559773,0.0,382,-0.06126185215463245,-0.06126185215463245,0.0,366
80,139.25309085845947,0.0,0.14098358154296875,0.0,11,800,"{'max_leaf_nodes': 11, 'n_estimators': 800}",0.3441725163034023,0.3441725163034023,0.0,708,-0.20386617414178795,-0.20386617414178795,0.0,370,-0.06123899686682176,-0.06123899686682176,0.0,346
81,143.14142894744873,0.0,0.1441047191619873,0.0,11,820,"{'max_leaf_nodes': 11, 'n_estimators': 820}",0.34416583667172207,0.34416583667172207,0.0,709,-0.20389937529237384,-0.20389937529237384,0.0,387,-0.06125965209224395,-0.06125965209224395,0.0,364
82,146.7496418952942,0.0,0.14591574668884277,0.0,11,840,"{'max_leaf_nodes': 11, 'n_estimators': 840}",0.3442853898810836,0.3442853898810836,0.0,694,-0.2038682319541899,-0.2038682319541899,0.0,372,-0.06123967000663997,-0.06123967000663997,0.0,349
83,149.91683340072632,0.0,0.15111660957336426,0.0,11,860,"{'max_leaf_nodes': 11, 'n_estimators': 860}",0.34436391284044976,0.34436391284044976,0.0,684,-0.2038045991537409,-0.2038045991537409,0.0,354,-0.06121387670236113,-0.06121387670236113,0.0,338
84,152.59520649909973,0.0,0.15220260620117188,0.0,11,880,"{'max_leaf_nodes': 11, 'n_estimators': 880}",0.3442616814761048,0.3442616814761048,0.0,696,-0.203865893027524,-0.203865893027524,0.0,369,-0.06124188348418041,-0.06124188348418041,0.0,351
